recordid,title,author,place,year,language,subject
1.90E+13,"Mr. B--coe's reply to the almanack, being land and money united: or B-coe & The b-k of E-nd joined",undefined,[n.p.],1696,English,"Finance Briscoe, John,"
1.90E+13,"The Case of the members of the Sun-Fire-Office, London, relating to the duties on news-papers, humbly represented to the honourable House of Commons",NULL,[n.p.],1712,English,Finance British Mercury
1.90E+13,"Considerations against repealing that part of an act of Parliament, which restrains the number of exchange-brokers to one hundred",undefined,[n.p.],1705,English,Finance Brokers
1.90E+13,"It must be acknowledged, that an act to prevent stockjobbing is highly necessary",undefined,[n.p.],1697,English,Finance Brokers
1.90E+13,"Reasons for passing the bill, for the better preserving of publick credit, by reviving and continuing the act made in the eighth and ninth years of the reign of the late King William III. Entituled, An act to restrain the number and ill practices of brokers and stock-jobbers, and and [!] to preserve the equivalent given to the Lord-Mayor and Commonalty, and citizens of the city of London",undefined,[n.p.],1711,English,Finance Brokers
1.90E+13,"Reasons humbly offered, against a clause in the bill for regulating brokers, &c. for making void all contracts and agreements already made, concerning bank-notes, bankstock, and all other joynt-stocks",undefined,[n.p.],1697,English,Finance Brokers
1.90E+13,"Reasons, humbly offered, for encreasing the number of brokers",undefined,[n.p.],1704,English,Finance Brokers
1.90E+13,The case of Messieurs Brooke and Hellier,"Brooke, Thomas",[n.p.],1712,English,"Finance Brooke, Thomas"
1.90E+13,"To the knights, citizens, burgesses, and commissioners, in Parliament assembled, the humble petition of Thomas Brooke and John Hellier, of London, merchants","Brooke, Thomas",[n.p.],1712,English,"Finance Brooke, Thomas"
1.90E+13,"A Vindication of E----ce B-g--l, esq; from the imputation of his being the author of a printed speech, said to be spoken at a general court of the South-sea company in Merchant-taylor's hall, on Friday, Sept. 30. 1720. Wherein the case of the sellers and purchasers of the third and fourth subscription is considered",undefined,London,1720,English,"Finance Budgell, Eustace,"
1.90E+13,"Arguments concernimg [!] the new-buildings in the parishes within the weekly bills of mortality, without the city of London",undefined,[n.p.],1678,English,Finance Building laws
1.90E+13,"Reasons for supporting the resolves of the Committee of the honourable House of Commons for laying duties upon bricks, tyles, lime, &c. humbly offered. No peace without war, no war without money, therefore money must be had",undefined,[n.p.],1712,English,Finance Building materials
1.90E+13,"The merchant's magazine: or, Trades-man's treasury. Containing, I. Arithmetick ... II. Merchants accompts ... III. Book-keeping ... The second edition. To which is added ... I. Maxims concerning the Bills of exchange ... II. The port of letters ... III. An account of the commodities produced by all countries ... IV. A merchant or trader's dictionary ... V. Presidents of merchants writings","Hatton, Edward",London,1697,English,Finance Business
1.90E+13,"The scales of commerce and trade. Ballancing betwixt the buyer & seller, artificer and manufacture, debitor and creditor, the most general questions, artificial rates, and usefull conclusions incident to traffique: Comprehended in two books","Willsford, Thomas",London,1660,English,Finance Business mathematics
1.90E+13,The rates for hackney-coaches and chairs,NULL,London,1711,English,Finance Cab and omnibus service
1.90E+13,"Proposals humbly offered to the ... House of Commons, for raising of one hundred sixty six thousand six hundred sixty six pounds thirteen shillings and four pence per annum, by a tax ... to be laid upon printers and glazers of calicoes and linen cloth, &c. And for raising about one hundred thousand pounds per annum, by a tax ... to be laid on the printers of paper used for lining of rooms, trunks, and boxes, and on the printers of mapps","Leader, Thomas",[n.p.],1707,English,Finance Calico-printing
1.90E+13,Instructions for officers concern'd in ascertaining the duties on candles in the country,NULL,London,1718,English,Finance Candles
1.90E+13,"Reasons humbly offered to the consideration of the honourable House of Commons, for laying a duty on melted tallow, and not on candles",NULL,[n.p.],1709,English,Finance Candles
1.90E+13,"Some considerations humbly offer'd to the honourable the House of commons, by the tallow-chandlers in and about the cities of London and Westminster",NULL,[n.p.],1711,English,Finance Candles
1.90E+13,The Case of the wax-chandlers,undefined,[n.p.],1710,English,Finance Candles
1.90E+13,"Considerations in relation to the imposition on cards, humbly submitted to the honourable House of commons",NULL,[n.p.],1711,English,Finance Cards
1.90E+13,"Reasons humbly offer'd to the honourable House of Commons, by the company of card-makers, against the tax upon playing-cards",NULL,[n.p.],1711,English,Finance Cards
1.90E+13,"The Case of the merchants importing Genoa paper, the stationers, haberdashers of small ware, the English paper-makers, and card-makers, in relation to the intended duty on cards. Humbly submitted to the honourable House of commons",NULL,[n.p.],1711,English,Finance Cards
1.90E+13,"An Answer to a paper, called, The case of the auditors and receivers of his majesty's revenue. With a brief description of the antient course of the exchequer for bringing in the crown-revenues. As also, some reasons wherefore the augmentation-revenue of the crown may be charged in the great roll of the exchequer, and brought in by the sheriffs. Humbly offered to consideration",undefined,London,1662,English,Finance Case of the auditors and receivers of His Majesty's revenue
1.90E+13,"Remarks upon several papers and petitions, presented and published against the bill for preventing multiplicity of vexatious suits, and for settling and ascertaining the tyths of lead-ore in the county of Derby, now depending in Parliament",undefined,[n.p.],1701,English,"Finance Case of the free-holders and miners of and within the respective parishes of Asheover, Matlock ... in the county of Derby"
19010071S00500,"A coppy of 1, the letter sent by the Queenes Majestie concerning the collection of the recusants mony for the Scottish warre, Spr. 17. 1639 : 2, the letter sent by Sir Kenelme Digby and Mr. Mountague concerning the contribution : 3, the letter sent by those assembled in London, to every shire : 4, the names of the collectors in each county in England and Wales : and 5, the message sent from the Queenes Majestie to the House of Commons by Master Comptroller the 5. of Febr. 1639","Henrietta Maria, Queen, consort of Charles I, King of England",London,1641,English,Finance Catholics
1.90E+13,"A short abstract of Doctor H. Chamberlen's proposal to the honourable House of commons the last sessions. And also of Mr. John Briscoe's present printed proposal compared together, whereby the benefits of each to the nation, and every freeholder concern'd, may plainly appear","Chamberlen, Hugh",[n.p.],1694,English,"Finance Chamberlen, Hugh"
1.90E+13,"An Answer to a late pamphlet intituled, A short abstract of Dr. Chamberlen's Proposal, &c",undefined,[n.p.],1694,English,"Finance Chamberlen, Hugh"
1.90E+13,"From the Lombard-House in Duke-Street Westminster. Houshold-goods, and trading-stock, insured from loss by fire",NULL,[n.p.],1709,English,"Finance Charitable Corporation (London, England)"
1.90E+13,"From the New Lombard-house in Duke's-Street, Westminster. The method of securing the fund of the charitable corporation &c. by which the subscribers may at any time recal their money without transferring, and consequently will be prevented all stock-jobbing",NULL,[n.p.],1708,English,"Finance Charitable Corporation (London, England)"
1.90E+13,"The new Lombard Houses: or, A short account of the Charitable Corporation lately constituted by the queens letters patents for relieving poor people in their distress",NULL,[n.p.],1708,English,"Finance Charitable Corporation (London, England)"
1.90E+13,"The Brief observations of J.C. concerning trade and interest of money, briefly examined. By H.R. ... All is not gold that glitters",H. R.,[n.p.],1668,English,"Finance Child, Josiah,"
19010075S00800,"An ordinance of the Lords and Commons assembled in Parliament, for the repairing of churches and paying of all church-duties whatsoever within the kingdome",NULL,London,1647,English,Finance Church
19010073S03000,"The humble remonstrance and petition of the Lord Mayor, aldermen, and commons of the City of London, in Common Councell assembled",NULL,London,1646,English,Finance Church and state
19010082S01600,"Unto the questions sent me last night, I pray accept the ensuing answer, under the title of two questions concerning the power of the supream magistrate about religion","Owen, John",[London],1659,English,Finance Church and state
1.90E+13,"An award of King Charles the first, under his broad-seal, Settling two shillings of the pound out of the rents of the houses in Norwich, for the maintenance of the parochial clergy of that city, in lieu of personal tithes. With a treatise vindicating the legality and justice of that award","Prideaux, Humphrey",London,1707,English,Finance Church finance
1.90E+13,"The history of the original and progress of ecclesiastical revenues: Wherein is handled according to the laws, both ancient and modern, whatsoever concerns matters beneficial, the regale, investitures, nominations, and other rights attributed to princes. Written in French by a learned priest. And now done into English","Simon, Richard",London,1685,English,Finance Church finance
1.90E+13,"The parsons case under the present land-tax, recommended in a letter to a member of the House of Commons","Hooper, George",London,1689,English,Finance Church lands
1.90E+13,"... An additionall ordinance of the Lords and Commons assembled in Parliament: for the explanation and better execution of former ordinances for the sale of the lands and possessions of the late archbishops and bishops within the realm of England, and dominion of Wales",NULL,London,1648,English,Finance Church lands
1.90E+13,... An ordinance of the Lords and Commons assembled in Parliament: enabling a committee of Lords and Commons to remove obstructions in the sale of the lands of the late archbishops and bishops,NULL,London,1648,English,Finance Church lands
1.90E+13,"An ordinance ... for the selling of the lands of all the Bishops in the Kingdome of England, and Dominion of Wales, for the service of the Common-wealth. With the instructions and names of all the contractors and trustees for the speedy execution of the same",NULL,Die Lun抇 [not an imprint: part of main title],1646,English,Finance Church lands
1.90E+13,An ordinance of the Lords and Commons assembled in Parliament: for the more speedy satisfying the moneys lent upon the credit of the ordinances for sale of bishops-lands,NULL,London,1648,English,Finance Church lands
1.90E+13,Severall ordinances of the Lords & Commons assembled in Parliament: concerning the sale of bishops-lands,NULL,London,1647,English,Finance Church lands
1.90E+13,The severall ordinances and declarations of the Lords and Commons assembled in Parliament: for the abolishing of Archbishops and Bishops within the Kingdom of England and Dominion of Wales,NULL,London,1648,English,Finance Church lands
19010092S00100,"The Evil eye plucked out, or, A discourse proving that church-revenues cannot be alienated by any secular person or powers without a manifest violation of the known fundamental laws of this kingdom",undefined,London,1670,English,Finance Church lands
1.90E+13,"To the honourable, the Commons of Great Britain, in Parliament assembled. The case and petition of the archdeacon of London; the vicar, church-wardens, and other inhabitants of the parish of St. Leonard Shoreditch, in the county of Middlesex",NULL,[n.p.],1711,English,Finance Church maintenance and repair
1.90E+13,"The Case of the inhabitants of Greenwich in the county of Kent, and reasons why they ask relief for rebuilding their parish-church",undefined,[n.p.],1711,English,Finance Church maintenance and repair
1.90E+13,"The Case of the inhabitants of the parish of St. Alphage, within Cripplegate, London",undefined,[n.p.],1711,English,Finance Church maintenance and repair
19010121S00800,Two tracts,"Kennett, White",London,1704,English,Finance Church of England
1.90E+13,"A Brief accompt of the maintenances arising by the tithes, glebe, and other profits to the several ministers of the parish-churches demolished by the late dreadful fire in London; together with the names of the present incumbents thereof: drawn from the certificates of the said several parishes, and other informations; occasioned by a paper lately printed (by way of complaint) touching the said ministers maintenance",NULL,[London?],1670,English,Finance Church of England
1.90E+13,"The Kings Majesties most gracious letter and declaration to the bishops, deans, and prebends &c",NULL,London,1660,English,Finance Church of England
1.90E+13,"The severall ordinances and declarations of the Lords and Commons assembled in Parliament. I. For the abolishing of archbishops and bishops within the kingdom of England and dominion of Wales, and for setling of their lands and possessions upon trustees for the use of the common-wealth",NULL,London,1646,English,Finance Church of England
1.90E+13,"Two ordinances of the Lords and Commons assembled in Parliament. One for the abolishing of archbishops and bishops, within the kingdome of England and dominion of Wales, and for setling of their lands and possessions upon trustees, for the use of the common-wealth: the other, for securing all those that shall advance the two hundred thousand pound for the service of the state",NULL,London,1646,English,Finance Church of England
19010120S00500,"The justice of the present establish'd law, which gives the successor in any ecclesiastical benefice or promotion, all the profits from the day of avoidance, justified","Prideaux, Humphrey",London,1703,English,Finance Church of England
19010074S00200,An apology of the treatise De non temerandis ecclesiis,"Spelman, Henry, Sir",London,1646,English,Finance Church of England
1.90E+13,"Edinburgh, the seventh day of December, one thousand six hundred sixty five. Whereas, by the act of convention",NULL,Edinburgh,1665,English,Finance Church property
1.90E+13,"The True cess, by the exact intrinsick value of all real estates, rightly stated; yielding to the parson the same law and justice in his taxes with the rest of his parish. Useful especially for makers of all parish rates, and in general for all persons of real estates. In a letter written to an eminent lawyer, and published for righteousness sake",undefined,London,1691,English,Finance Church property
1.90E+13,"A letter sent from his Maiestie to the lord mayor, aldermen, and sheriffes of our city of London ... Given at our court at Yorke the 14. day of June, in the 18. yeer of reign, 1642",NULL,London,1642,English,Finance City of London (England)
1.90E+13,"At the Committee of Lords and Commons, for advance of money and other necessaries for the army",NULL,[n.p.],1642,English,Finance City of London (England)
1.90E+13,"Charles R. To our trusty and welbeloved, the lord major, aldermen, and sheriffes of our city of London",NULL,printed at London for T.A,1642,English,Finance City of London (England)
1.90E+13,"A proposal, shewing how this nation may be vast gainers by all the sums of money, given to the crown, without lessening the prerogative. Humbly offer'd to the King's most excellent majesty; the lords spiritual and temporal; and to the knights, citizens, and burgesses, assembled in Parliament. ... To which is prefix'd, the late honourable Sir James Sheene's Letter on the same subject; and the proposer's answer","Killigrew, William, Sir",[n.p.],1696,English,Finance Civil list
1.90E+13,"An Account of the civil list expences between November 5, 1688, and Lady day, 1702",undefined,[n.p.],1702,English,Finance Civil list
1.90E+13,"The Case of the brickmakers, tilemakers, slaters, lime-men, masons, and paviours, in or near the limits of the weekly bills of mortality, humbly offered to the consideration of the honourable House of Commons, in relation to the duty intended to be laid on bricks, tiles, slate, lime, and stone, within the limits of the Bills of mortality",undefined,[n.p.],1712,English,Finance Clay industries
1.90E+13,"Remarks upon a late ingenious pamphlet, entituled, A short but thorough search into what may be the real cause of the present scarcity of our silver coin, &c. Wherein some mistakes of that author are endeavoured to be removed; the vulgar errors about the valuation of money and bullion silver are throughly discuss'd and clear'd; the true occasion of the scarcity of silver shewn; and such a remedy proposed, as cannot fail to make it become plenty again. By an impartial hand","Clement, Simon",London,1718,English,"Finance Clayton, David,"
1.90E+13,"A vindication of the faults on both sides, from the reflections of the medley, the specimen maker, and a pamphlet, entituled, Most faults on our side. With a dissertation on the nature and use of money and paper-credit in trade, and the true value of joint-stocks, maintaining the assertions of the author, in relation to those matters. By the author of the Faults on both sides","Clement, Simon",London,1710,English,"Finance Clement, Simon"
1.90E+13,"Faults in the fault-finder: or, A specimen of errors in the pamphlet, entitul'd Faults on both sides. The 2d ed","Oxford, Robert Harley, Earl of",London,1710,English,"Finance Clement, Simon"
1.90E+13,A Supplement to faults in the fault-finder. In answer to the vindication of faults on both sides,undefined,London,1711,English,"Finance Clement, Simon"
1.90E+13,"An Answer to that part of the pamphlet entitul'd, faults on both sides, which relates to the deficiency of the English Army in Spain, at the time of the battle of Almanza. Being the substance of Her Majesty's message to the House of commons concerning it",undefined,London,1710,English,"Finance Clement, Simon"
1.90E+13,"An act for the better payment of augmentations out of the impropriate rectories, vicarages and tythes sequestred from Papists or delinquents",NULL,London,1650,English,Finance Clergy
1.90E+13,"A proposal humbly presented to the right honourable the House of commons, by which it is reasonable to suppose a million may be raised (and as it is hoped much more) without oppressing any person, every one being at their liberty to pay, or not to pay","Malkin, G. (Gilbert)",[London],1690,English,Finance Clothing and dress
1.90E+13,"A Proposal for reviving the decayed trade of sarges and such like manufactures; added by way of supplement to a paper, entituled, An expedient for relief of the poor. &c",undefined,[n.p.],1690,English,Finance Clothing trade
1.90E+13,"The Case and petition of the licensed hackney chair-men, and the widows of such, in behalf of themselves, and their numerous families, residing within the parishes of the liberties of the city of Westminster. Humbly offered to the consideration of the honourable House of commons",NULL,[n.p.],1713,English,Finance Coach drivers
1.90E+13,... An order of the Parliament touching the extraordinary rate of coals,NULL,London,1652,English,Finance Coal
1.90E+13,"A Proposal humbly offered to the honourable the Commons in Parliament assembled, to raise five hundred thousand pound present mony for the King, and to pay the Irish transport debt, by encouraging the exportation-trade of coals, and laying but 18 d. per chaldron in the Out-Ports, and 20 d. per chaldron on the port of London, instead of 5 s. per chaldron, according to a bill brought in for the said purpose",NULL,[n.p.],1695,English,Finance Coal
1.90E+13,"Instructions to be observed by the severall collectors of the customes in the out-ports, in the receiving the imposition laid upon coales by the late act of Parliament passed the 28 of March. 1651",NULL,[n.p.],1651,English,Finance Coal
1.90E+13,Reasons for the taking off the tax of 5 s per chaldron on coals,undefined,[n.p.],1699,English,Finance Coal
1.90E+13,"The Mischief of the five shillings tax upon coal, here is humbly represented, that this tax is inconsistent with the safety of England, partial upon the poor, pernicious to our shipping, and seamen, destructive of our river-men. Fatal to our manufactures made with sea-coal; especially salt, glass, and all sorts of gross ironwork; (that by this tax must be run into the coal countries, or out of the kingdom,) and highly injurious to his majesties revenue",undefined,London,1699,English,Finance Coal
1.90E+13,"Reasons against laying a duty upon prize cocoa, imported from America, which hath already paid a high duty there to the Queen",undefined,[n.p.],1711,English,Finance Cocoa
1.90E+13,"Reasons against laying a farther duty upon prize coco, imported from America, which hath already paid a high duty there",undefined,[n.p.],1711,English,Finance Cocoa
1.90E+13,"To the honourable, the knights, citizens, and burgesses, in Parliament assembled. Propositions for changing the excise, now laid upon coffee, chacholet, and tea, into an imposition upon those commodities at their importation",NULL,[n.p.],1700,English,Finance Coffee
1.90E+13,"The circulation of money demonstrated, in the pilgrimage of an half crown, from his birth, to his burial","Ames, Richard",[London],1691,English,Finance Coinage
1.90E+13,"A most humble remonstrance of Peter Blondeau, concerning the offers by him made to this Commonwealth, for the coyning of the monie by a new invention, not yet practised in any state; the which will prevent counterfeiting, casting, washing and clipping of the same","Blondeau, Peter",[n.p.],1653,English,Finance Coinage
1.90E+13,"To the honourable the knights, citizens, and burgesses in Parliament assembled. Reasons humbly offered against passing an act for raising ten hundred thousand pounds, to make good the deficiency of the clipt-money, and paying the overplus by bills or tickets, on a fund to be appropriated for that purpose","Chaloner, William",[n.p.],1695,English,Finance Coinage
1.90E+13,"A collection of some papers writ upon several occasions, concerning clipt and counterfeit money, and trade, so far as it relates to the exportation of bullion","Chamberlen, Hugh",London,1696,English,Finance Coinage
1.90E+13,"A short but thorough search into what may be the real cause of the present scarcity of our silver coin. And a method proposed, which, if taken, will effectually both produce a speedy supply, and prevent the like scarcity of it for the future. With the fatal consequences that will unavoidably follow, either from the advancing our silver coin, or lowering the price of our gold. By a hearty well-wisher of the peace and prosperity of his country","Clayton, David",London,1717,English,Finance Coinage
1.90E+13,"A declaration concerning state-farthings; or, certain remonstrative reasons for the allowance thereof; wherein is comprised, 1. The honour of the states vindicated, 2. the peoples hearts contented, 3. The common-wealths good propagated, 4. The relie[f] of the poor increased","Dunstervile, Thomas",Imprinted for the author,1654,English,Finance Coinage
1.90E+13,An exact table of the weight of gold and silver ... adapted to the use of such as deal in plate or money,"Hatton, Edward",London,1696,English,Finance Coinage
1.90E+13,"A letter from G.H. to his friend, about his being concerned in a contract with the lords of the Treasury, for coyning the plate","Heathcote, Gilbert, Sir",[London],1697,English,Finance Coinage
1.90E+13,"A Letter to a member in Parliament, from his friend in the country, in relation to the coinage of farthings and half-pence",His friend in the country,[n.p.],1717,English,Finance Coinage
1.90E+13,"An humble proposal to their most excellent majesties, King William and Queen Mary, and to the two most honourable houses, the Lords and Commons assembled in Parliament","Hodges, William, Sir",[London?],1693,English,Finance Coinage
1.90E+13,"The alteration of the coyn, with a feasible method to do it, most humbly proposed to both houses of Parliament. To which is annexed, a projection, or scheem of reasonable terms, for establishing a firm and general peace in Europe","Houghton, Thomas, Gent.",London,1695,English,Finance Coinage
1.90E+13,"Proposals humbly offered to the consideration of the Parliament, to repair the loss by three millions of clipp'd money, without any charge to the nation for fifteen years, viz",J. P.,[n.p.],1696,English,Finance Coinage
1.90E+13,"A letter from a livery-man of the city of London, to a member of the honourable House of commons","Jones, Richard",[London],1718,English,Finance Coinage
1.90E+13,"An abstract of proposals lately humbly offered to the honourable House of Commons, to prevent the corruption of the coyn","Lewis, John",[n.p.],1695,English,Finance Coinage
1.90E+13,"A treatise of raising our coin, taken out of a book written by Mr. J. Lock, entituled, Some considerations of the consequences of lowering of interest, and raising the value of money. Printed in the second volume of his works, in folio","Locke, John",London,1718,English,Finance Coinage
1.90E+13,"Further considerations concerning raising the value of money. Wherein Mr. Lowndes's arguments for it in his late report concerning An essay for the amendment of the silver coins, are particularly examined. The second edition corrected","Locke, John",London,1695,English,Finance Coinage
1.90E+13,"A further essay for the amendment of the gold and silver coins. With the opinion of Mr. Gerrard de Malynes, who was an eminent merchant in the reign of Queen Elizabeth, concerning the standard of England","Lowndes, William",London,1695,English,Finance Coinage
1.90E+13,A report containing an essay for the amendment of the silver coins,"Lowndes, William",London,1695,English,Finance Coinage
1.90E+13,"A proposal for amending the silver coins of England, and the possibility of it, without any great charge to the nation. Demonstrated in two different ways","Neale, Thomas",London,1696,English,Finance Coinage
1.90E+13,"A second profitable adventure to the fortunate, and which unfortunate can be to none, being a proposal by way of lottery, of advantage as well as encouragement to such as shall bring in the first millions worth of standard plate to be coined. Which proposal is, that for the doing of it 200000 tickets should be given out thus","Neale, Thomas",[n.p.],1696,English,Finance Coinage
1.90E+13,... Of the medals and coins of Scotland,"Nicolson, William",[n.p.],1700,English,Finance Coinage
1.90E+13,"... An ordinance ... that from henceforth no moneys clipt, filed, or deminished, shall be payable, or received in payment within this Kingdom ... Die Lun抇 6 Septemb. 1647. Ordered by the Lords assembled in Parliament, that this ordinance be forthwith printed and published",NULL,London,1647,English,Finance Coinage
1.90E+13,"A proclamation, concerning the coyn",NULL,[Edinburgh],1681,English,Finance Coinage
1.90E+13,"A Proposal humbly offered to the honourable the House of Commons, for procuring bullion to be coined forthwith, for supplying his majesty, and the whole nation with good money, without prejudice or loss to any; as followeth",NULL,[n.p.],1695,English,Finance Coinage
1.90E+13,Act and intimation anent opening of the mint and re-coining the forreign money,NULL,Edinburgh,1707,English,Finance Coinage
1.90E+13,Act anent the coynage of copper,NULL,[Edinburgh],1705,English,Finance Coinage
1.90E+13,"By the king. A proclamation enjoyning the prosecution of all such persons as shall make or utter any farthings, halfpence of brass, or other base metals, with private stamps",NULL,London,1674,English,Finance Coinage
1.90E+13,"By the King. A proclamation, against exportation and buying and selling of gold and silver at higher rates then in our mint: As also against culling, washing, or otherwise diminishing our current moneys",NULL,London,1661,English,Finance Coinage
1.90E+13,"Declaration du Roy, portant que les especes qui seront fabriqu挬es, ou reform挬es en vertu de l'Edit du mois de Septembre dernier, auront cours: s抇avoir le Louis d'or, pour quatorze livres: & l'ecu pour soixante douze sols. Du ll. Octobre 1693",NULL,[Paris],1693,English,Finance Coinage
1.90E+13,"Information relating to the mint, offered to the members of this present Parliament",NULL,[Edinburgh],1686,English,Finance Coinage
1.90E+13,"Proclamation anent the old fourteen-shilling-pieces, and their halfs, and the old fourty-penny-pieces",NULL,Edinburgh,1701,English,Finance Coinage
1.90E+13,"Proclamation calling in the Scots crowns old and new, the fourty, twenty, and ten shilling pieces to be re-coined",NULL,Edinburgh,1708,English,Finance Coinage
1.90E+13,"Proclamation restoring the Scots species, viz. Scots crowns old and new, fourty shilling, twenty shilling, and ten shilling pieces to their former currencie",NULL,[Edinburgh],1708,English,Finance Coinage
1.90E+13,Proposals humbly offer'd to the Parliament for regulating the coyn of this kingdom,NULL,[n.p.],1695,English,Finance Coinage
1.90E+13,"Proposals humbly offered to the consideration of the Parliament, to repair the loss of near two millions of clipp'd money, without any charge to the nation in general, or loss to any one person in particular, viz",NULL,[n.p.],1695,English,Finance Coinage
1.90E+13,"Proposals humbly offered to the Parliament, for an immediate fund of plate or bullion, to make good the deficiency of the clipt coyns of this kingdom",NULL,[n.p.],1695,English,Finance Coinage
1.90E+13,"Proposals to the Parliament, for redress of the common calamity attending these kingdoms at present in their coyn and trade",NULL,[London],1696,English,Finance Coinage
1.90E+13,"The act for remedying the ill state of the coin of the kingdom, enacts; that the several receivers-general",NULL,[London],1696,English,Finance Coinage
1.90E+13,To the honourable the House of Commons in Parliament assembled,NULL,[n.p.],1695,English,Finance Coinage
1.90E+13,"A Letter to a friend, occasion'd from what was published in the Daily-Courant, on Monday December 30th 1717, by Sir Isaac Newton, relating to coin, &c. Shewing that the value of the gold coin, ought not to be lessen'd, but rather the silver to be raised","Ph., S.",London,1718,English,Finance Coinage
1.90E+13,"The regulating silver coin, made practicable and easie, to the government and subject. Humbly submitted to the consideration of both houses of Parliament. By a lover of his country","Pratt, Samuel",London,1696,English,Finance Coinage
1.90E+13,"Some proposals, by a merchant, touching the coin","Sherman, Edmund",[n.p.],1695,English,Finance Coinage
1.90E+13,"A method for an immediate coinage, and repairing the loss in our clipp'd and bad money, humbly offer'd to both houses of Parliament","Slaney, Abel",[n.p.],1695,English,Finance Coinage
1.90E+13,"A method for an immediate coinage, and repairing the loss in our clipp'd and bad money, humbly offer'd to both Houses of Parliament","Slaney, Abel",[London],1696,English,Finance Coinage
1.90E+13,"Colloquium novum monetarum, das ist: Ein sch抇n newes gespr抇ch von dem jetzigen vnertreglichem geld-auffsteigen/ vnd elenden zustandt des m抇ntz-wesens/ welches die gesampte Reichs-kleine vnd grobe/ g抇lden vnd silbern m抇ntz sorten/ sampt etlichen metallen/ vntereinander halten. Beschrieben/ vnd an tag gegeben durch einen sonderlichen liebhabern der schweeren m抇ntze",Sonderlicher Liebhaber der schweeren M抇ntze,[n.p.],1621,English,Finance Coinage
1.90E+13,"A Letter from London to a friend in Westminster, proposing some particulars relating to the coyn",undefined,[London],1695,English,Finance Coinage
1.90E+13,A Letter to a member of Parliament relating to the coin,undefined,London,1718,English,Finance Coinage
1.90E+13,"A Proposal humbly offered to the honble. House of Commons of Great-Britain, in Parliament assembled",undefined,[n.p.],1718,English,Finance Coinage
1.90E+13,"An Abstract of the consultations and debates, between the French King and his Council, concerning the new coyn and coynage that is intended to be made in England. Wherein is contain'd, the political designs, and great hopes, the French King and his council have to ruin the English nation, in divesting and draining them of their new coyn as soon as coyn'd. Privately sent by a friend of the confederates from the French court, to his brother at Brussels, &c",undefined,London,1695,English,Finance Coinage
1.90E+13,"An Essay for lowering the gold, and raising the silver coin",undefined,London,1696,English,Finance Coinage
1.90E+13,"Cambium regis; or, the office of his maiesties exchange royall. Declaring and iustifying his maiesties right, and the conveniencie thereof",undefined,Published by authoritie. London,1628,English,Finance Coinage
1.90E+13,"Copy of a pape [sic] presented in the year, 1681, to the then Duke of York, whilst he was in Scotland; entituled, Considerations on the Scots mint; and of a commission granted under the great-seal, in the year, 1682. by King Charles the second, for tryal of the mint; and of the reports made thereon: Together with the copies of his majesties several missive letters, containing his approbation, and further determination thereanent; faithfully transcribed from the originals",undefined,Edinburgh,1691,English,Finance Coinage
1.90E+13,"For encouraging the coining of silver money in England, And after for kepping it here",undefined,[n.p.],1693,English,Finance Coinage
1.90E+13,"It is humbly proposed, that all plate which is, or shall hereafter be made, weighing one ounce, or upwards, receive a stamp, or mark, paying for the same, viz. gold, six shillings and eight pence; and silver, six pence per ounce. That any person beinging plate so marked to the mint, to be coined, shall receive six shillings and eight pence for gold, and six pence for silver, per ounce, over and above the intrinsick value",undefined,[n.p.],1695,English,Finance Coinage
1.90E+13,Moneys mischievous pilgrimage. Or; some considerations touching the ill state of the coyn of the kingdom. In a letter from the country,undefined,[n.p.],1695,English,Finance Coinage
1.90E+13,Observations on raising the value of money. Wherein the interest of Ireland is particularly consider'd. In a letter to a friend,undefined,Dublin,1718,English,Finance Coinage
1.90E+13,Proposals concerning the coin,undefined,[London],1696,English,Finance Coinage
1.90E+13,"Proposals for raising one million, by a tax upon all plate wrought, and bullion already imported",undefined,[n.p.],1695,English,Finance Coinage
1.90E+13,"Reasons humbly offer'd for the making a law to prohibit the exportation of all silver which has been, or shall be once melted in England, and to prevent the clipping of our money for the future",undefined,[n.p.],1694,English,Finance Coinage
1.90E+13,Short remarks on the coins current in the kingdom,undefined,[n.p.],1717,English,Finance Coinage
1.90E+13,"Some questions answered, relating to the badness of the now silver coin of England",undefined,[Lodon [!] printed for Richard Cumberland],1696,English,Finance Coinage
1.90E+13,"The Poor man's proposal, to supply the mint, and prevent counterfeiting the coyn when mended",undefined,[n.p.],1696,English,Finance Coinage
1.90E+13,"Twelve hundred thousand pounds being voted to make good the deficiency of the late currant coyn of this kingdom, 'tis to be understood and taken for granted",undefined,[London],1696,English,Finance Coinage
1.90E+13,"A discourse of coin and coinage: the first invention, use, matter, forms, proportions and differences, ancient & modern: with the advantages and disadvantages of the rise or fall thereof, in our own or neighbouring nations: and the reasons. Together with a short account of our Common law therein. As also tables of the value of all sorts of pearls, diamonds, gold, silver, and other metals","Vaughan, Rice",London,1675,English,Finance Coinage
1.90E+13,"A discourse of coin and coinage: the first invention, use, matter, forms, proportions, and differences, antient and modern: with the advantages and disadvantages of the rise and fall thereof, in their own or neighbouring nations: and the reasons","Vaughan, Rice",London,1696,English,Finance Coinage
