recordid,title,author,place,year,language,subject
1.90E+13,"The Case of Charles O Hara, administrator of Elizabeth countess dowager of Clancarty, on behalf o himself, and Narcissus, Lord Arch-bishop of Ardmagh, primate and metropolitan of all Ireland, the Lord Viscount Pouverscoart. Sir Arthur Shaen, Baronet, and Benjamin Burton, banker in Dublin, and sixty two other Protestant creditors of the said late countess of Clancarty","O'Hara, Charles",[n.p.],1705,English,"Agriculture Clancarty, Elizabeth Maccarthy,"
1.90E+13,"The Case of the Lady Henrietta Maria Wentworth, (an infant) grandchild and heir of the right honourable the late Earl of Cleaveland, and daughter and heir of Thomas Lord Wentworth deceased humbly offered to the consideration of Parliament",undefined,[n.p.],1677,English,"Agriculture Cleveland, Thomas Wentworth,"
1.90E+13,"By the king. A proclamation touching the surueying of the seacoales of Newcastle, Sunderland, and Blythe",NULL,London,1624,English,Agriculture Coal
1.90E+13,"A copy of a letter written the third of September 1651. by John Hedworth of Harraton in the county of Durham esquire, unto John Dodgson constable at Harraton, John Lax a leader of coles there, Steven Pattason a stathe-man there, Ralph Hinderson a leader of coles there, Robert Vickars overman there, Thomas Rutlas a digger of coles there; and to all other workmen whatever, that belong either to the colepits, stathes, or keels of Harraton colliery","Hedworth, John",[n.p.],1651,English,Agriculture Coal mines and mining
1.90E+13,"The Case of Sir Humphrey Mackworth, and the mine adventurers, with respect to the extraordinary proceedings of the agents, servants and dependents, of the right honourable Sir Thomas Mansell, Bar","Mackworth, Humphrey, Sir",London,1707,English,Agriculture Coal mines and mining
1.90E+13,"To the supream authority, the Parliament of the commonwealth of England. The humble petition of Josiah Primat, citizen and leather seller of London","Primatt, Josiah",[n.p.],1651,English,Agriculture Coal mines and mining
1.90E+13,Draught of an act anent coal and salt,NULL,[n.p.],1701,English,Agriculture Coal trade
1.90E+13,"The Law of commons and commoners; or a treatise shewing the original and nature of common, and the several kinds thereof ... As also the powers and privileges of commoners",undefined,[London] in the Savoy,1720,English,Agriculture Commons
1.90E+13,"A declaration from the poor oppressed people of England, directed to all that call themselves, or are called lords of manors, through this nation; that have begun to cut, or that through fear and covetousness, do intend to cut down the woods and trees that grow upon the commons and waste land","Winstanley, Gerrard",[n.p.],1649,English,Agriculture Commons
1.90E+13,"An appeal to the House of commons, desiring their answer: wether the Common-people shall have the quiet enjoyment of the Commons and waste land; or whether they shall be under the will of Lords of mannors still","Winstanley, Gerrard",[n.p.],1649,English,Agriculture Commons
1.90E+13,"The true Levellers standard advanced; or, The state of community opened, and presented to the sons of men. By Ferrard [!] Winstanley, William Everard, Iohn Palmer [and others] Beginning to plant and manure the waste land upon George-hill, in the parish of Walton, in the county of Surrey","Winstanley, Gerrard",London,1649,English,Agriculture Commons
1.90E+13,The case of the Company of fishermen of the river of Thames,NULL,[n.p.],1690,English,Agriculture Company of Free-Fishermen of the River of Thames
1.90E+13,"The True case of the Company of fishermen, of the river Thames: humbly offered to the consideration of the honourable House of commons",NULL,[n.p.],1690,English,Agriculture Company of Free-Fishermen of the River of Thames
1.90E+13,"A short proposal for the African Company & fishery, presented to his grace, his Majesty's high commissioner, and the honourable estates of Parliament",undefined,[n.p.],1700,English,Agriculture Company of Scotland Trading to Africa and the Indies
1.90E+13,"A letter to an honourable member of the House of Commons. Briefly shewing, the wealth, power and strength, that the Hollanders and other nations gain, by fishing on the coasts and seas of Great Britain. And how advantagious it would be to our own nation, if that trade were well-establish'd in England ... Together with some account what encouragements have been given to persons, who have attempted to set it up in England, and of the proceedings that have been made for establishing the same by the present Company of the royal fishery","Macburney, James",London,1701,English,Agriculture Company of the Royal Fishery of England
19010141S00100,A discourse concerning the fishery within the British seas and other His Majesty's dominions,NULL,Edinburgh,1720,English,Agriculture Company of the Royal Fishery of England
1.90E+13,"A discourse concerning the fishery within the British seas, and other his majesties dominions, and more especially, as it relates to the trade of the Company of the royal fishery of England: Offered to consideration in order to subscriptions for raising a stock, for carrying on the affairs thereof, upon the terms proposed",NULL,Edinburgh,1695,English,Agriculture Company of the Royal Fishery of England
1.90E+13,A list of the Company of the royal fishery of England,NULL,London,1697,English,Agriculture Company of the Royal Fishery of England
1.90E+13,"By the Company of the Royal Fishery of England.
",NULL,[London?],1695,English,Agriculture Company of the Royal Fishery of England
1.90E+13,"By the Court of assistants of the Company of the royal fishery of England, March 24th, 1696/7",NULL,[London?],1696,English,Agriculture Company of the Royal Fishery of England
1.90E+13,The Case of the Company of the Royal fishery of England,NULL,[n.p.],1720,English,Agriculture Company of the Royal Fishery of England
1.90E+13,"A collection of advertisements, advices, and directions, relating to the royal fishery within the British seas, &c. Transcribed out of divers English writers, observators, and other experimentors of, and in the said fishery trade. And, by approbation and allowance of The company of the Royal fishery of England. Published in order to the inciting the people of these nations, &c. to improve the advantages thereof, under the countenance and incouragements granted to the said company and their successors, by his late majesty King Charles II in letters patents under the great seal of England; bearing date the 25th day of September, in the 29th year of his said majesty's reign",undefined,London,1695,English,Agriculture Company of the Royal Fishery of England
1.90E+13,"An advertisement, concerning the Royal fishery of England",undefined,London,1695,English,Agriculture Company of the Royal Fishery of England
1.90E+13,"The tovch-stone of common assurances. Or, a plain and familiar treatise, opening the learning of the common assurances or conveyances of the kingdome","Sheppard, William",London,1648,English,Agriculture Conveyancing
1.90E+13,The compleate copy-holder,"Coke, Edward, Sir",London,1641,English,Agriculture Copyhold
1.90E+13,"The Appeal of John Scudamore, Esq; against John Morgan, and others","Scudamore, John",[n.p.],1679,English,Agriculture Copyhold
1.90E+13,"The Case of the United Society, for the improvement of mineral works, creditors of the governour and company of the mine-adventurers of England, and proprietors of principal money, annuities and shares in the said company",NULL,[n.p.],1711,English,Agriculture Corporate reorganizations
1.90E+13,"A letter to Sir J---- C----- Baronet, a member of the honourable House of commons. Wherein particular notice is taken of the report, which was made, ex parte, on the 13th of March 1709-10, by a committee of the then House of commons, touching the then state and management of the affairs of the Company of the mine-adventurers of England","Mackenzie, Roderick",London,1720,English,Agriculture Corporation of the Mine Adventurers of England
1.90E+13,[Letter on the mine adventure to prospective subscribers],"Mackworth, Humphrey, Sir",London,1698,English,Agriculture Corporation of the Mine Adventurers of England
1.90E+13,"A new abstract of the mine-adventure: or, an undertaking, advantagious for the publick good, charitable to the poor, and profitable to every person who shall be concern'd therein","Mackworth, Humphrey, Sir",[London?],1698,English,Agriculture Corporation of the Mine Adventurers of England
1.90E+13,A short state of the case and proceedings of the Company of mine-adventurers; with an abstract of the defence of the deputy governor and directors: justified by vouchers,"Mackworth, Humphrey, Sir",London,1710,English,Agriculture Corporation of the Mine Adventurers of England
1.90E+13,"The answer of Sir Humphrey Mackworth to the several particulars of the complaint upon the petition of several creditors and proprietors of principal-money, annuities and shares of the company of mine-adventurers","Mackworth, Humphrey, Sir",[n.p.],1710,English,Agriculture Corporation of the Mine Adventurers of England
1.90E+13,"The case of sir Humphry Mackworth, and of the mine-adventurers, with respect to the irregular proceedings of several justices of the peace for the county of Glamorgan, and of their agents and dependents","Mackworth, Humphrey, Sir",London,1705,English,Agriculture Corporation of the Mine Adventurers of England
1.90E+13,"The mine-adventure; or an undertaking, advantagious for the publick good, charitable to the poor, and profitable to every person who shall be concerned therein. Proposed by Sir Humphry Mackworth, perused and settled by eminent and learned council in the law, and finally establish'd by two indentures, made and executed by the present partners of the mines late of Sir Carbery Pryse, and which shall be inrolled in the high court of chancery","Mackworth, Humphrey, Sir",[London?],1698,English,Agriculture Corporation of the Mine Adventurers of England
